"","L4","Vip","Lamp5","L5 NP","Sst","L5 IT","Oligo","L6 PT","L6 IT","Sncg","Pvalb","L2/3 IT","Astro","L5 PT","L6b","Endo","Peri","Meis2","Macrophage","CR","VLMC","SMC"
"1033",0,0,0,0,0,0,0,0,0,0,0.166951926430645,0.473210515320135,0,0,0,0,0,0,0,0,0,0
"1034",0.293704972477866,0,0,0.135671271356954,0,0.229960442972472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1035",0.166214912164085,0,0,0,0,0,0,0,0.175932066330498,0,0,0.220346743206547,0,0,0,0,0,0.129829542290248,0,0,0,0
"1036",0,0,0,0,0,0.16773073712268,0,0,0.217472592279132,0,0,0.234219774919112,0,0,0,0,0,0,0,0,0.126798238978969,0
"1037",0,0,0,0,0,0,0,0,0.160274976342455,0,0.413088025308701,0,0,0,0,0,0,0,0,0,0.126947356320823,0
"1038",0,0,0,0,0,0.206429567279809,0.136425174669194,0,0,0,0,0.293647477585785,0,0,0,0,0,0,0,0,0,0
"1039",0,0,0,0,0,0,0,0,0,0,0,0.397762933443141,0,0,0,0,0,0,0.142578309578288,0,0,0.150236935909372
"1040",0,0,0,0,0,0.203092703665147,0,0.21754938954802,0,0,0,0,0,0.191863519196806,0,0.129387853576932,0,0,0,0,0,0
"1058",0,0,0,0,0,0,0,0,0,0,0,0.364028162949493,0,0.295029918628255,0,0,0,0,0,0,0,0
"1059",0,0,0,0.222764803055431,0,0.143334045730048,0,0,0,0,0.125633436540081,0,0,0.189803608810406,0,0,0,0,0,0,0,0
"1060",0.16773073712268,0,0,0,0,0.15820730760023,0,0,0,0,0,0.225323162076008,0,0,0,0,0,0,0,0,0,0.127587584853763
"1061",0,0.125966077282583,0,0.217794436377208,0,0.163905284817029,0,0,0,0,0.140119990383491,0,0,0,0,0,0,0,0,0,0,0
"1062",0,0.144572615729054,0,0,0.126184188997786,0,0.127285194797903,0,0,0,0,0.188041370240736,0,0,0,0,0,0,0,0,0,0
"1063",0.171956523709866,0,0.125859556367075,0,0,0.392029980041751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1064",0,0,0,0,0,0,0,0.203410086116765,0.224254879507425,0,0.125622587694889,0,0,0.213100633071829,0,0,0,0,0,0,0,0
