"","L4","Vip","Lamp5","L5 NP","Sst","L5 IT","Oligo","L6 PT","L6 IT","Sncg","Pvalb","L2/3 IT","Astro","L5 PT","L6b","Endo","Peri","Meis2","Macrophage","CR","VLMC","SMC"
"816",0,0,0.249970528775,0,0,0,0,0,0,0,0,0.370023489987707,0.12717589517805,0,0,0,0,0,0,0,0,0
"817",0,0,0,0,0,0,0,0,0,0,0,0.652758679209067,0,0,0,0,0,0,0,0,0,0
"818",0,0,0.2494179974625,0,0,0.204012285313931,0,0.126992645305877,0,0,0,0,0,0,0,0,0,0,0,0,0.126040696362399,0
"820",0,0,0,0,0,0,0,0,0,0.126374484169324,0,0.547740500882529,0,0,0,0,0,0,0,0,0,0
"823",0,0,0.2068619351625,0,0,0,0,0,0,0,0,0,0.127437541814871,0,0,0,0,0,0,0,0.313616583657501,0
"824",0,0,0.2048895542875,0,0,0,0,0.125510296428977,0,0,0,0,0,0,0,0,0,0,0,0,0.311120126659518,0
"849",0,0,0,0.167736983525,0,0,0,0,0,0,0,0.350055448556501,0,0,0,0,0,0,0,0,0,0.127046757286751
"850",0.127088308820769,0,0.2498295747375,0,0,0.204276886493019,0,0,0,0.126792095757527,0,0,0,0,0,0,0,0,0,0,0,0
"851",0,0,0,0,0,0.207482691872215,0,0.167518973977322,0,0,0,0,0,0,0.136773316375,0,0,0,0,0.126584305222986,0,0
"852",0,0,0,0,0,0.165540519447481,0,0.1328649346125,0,0,0,0.206848648224879,0,0,0,0,0,0,0,0,0.125524166957989,0
"854",0.16773073712268,0,0.2498762276625,0,0,0,0,0,0,0,0,0.226163507403741,0,0,0,0.128971997224612,0,0,0,0,0,0
"856",0,0,0,0,0,0,0,0.125717049017569,0,0,0,0.54963212323837,0,0,0,0,0,0,0,0,0,0
"857",0,0,0,0,0,0,0,0.132489419627494,0,0,0,0.512984875244297,0,0,0,0,0,0,0,0,0,0
"858",0,0.712924967094392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"860",0,0,0,0,0,0,0,0,0.374917688031219,0,0,0.1348671676,0,0,0,0.127615577090227,0,0,0,0,0,0
"861",0,0,0.125609141229994,0,0,0,0,0.144420874279228,0,0,0,0,0,0.341419853108966,0,0,0,0,0,0,0,0
"888",0,0,0,0.1829994720875,0,0,0,0,0,0,0,0.496524990001515,0,0,0,0,0,0,0,0,0,0
"889",0,0,0.246857419675,0.20417609766118,0,0,0,0,0,0,0,0,0.127285194797903,0,0,0,0,0,0,0,0.125998673716065,0
"890",0.144061012281625,0,0,0,0,0.214203418498322,0,0,0.1701949634875,0,0,0,0,0,0,0,0,0,0.137232658310561,0,0,0
"891",0.165082287087848,0,0.192646097425,0,0,0.215741459003041,0,0,0,0,0,0,0,0,0,0.131994426322926,0,0,0,0,0,0
"892",0,0,0,0.1623759955875,0,0.221635190283244,0,0,0.143880171381105,0,0,0,0,0,0,0.125704625647613,0,0,0,0,0,0
"893",0,0,0,0,0,0.230031922294642,0,0,0.141024549275,0,0,0.258814446449466,0,0,0,0,0,0,0,0,0,0
"894",0,0,0,0.125997892311023,0,0,0,0.206843234668047,0.1413426387,0,0,0,0.131513636824088,0,0,0,0,0,0,0,0,0
"895",0,0,0.249996320775,0,0,0,0,0,0,0,0,0.477572596468695,0,0,0,0,0,0,0,0,0,0
"896",0,0,0,0,0,0.218500506171058,0,0,0.125393450300397,0,0,0,0,0.20293156734143,0,0,0,0,0,0,0,0
"918",0,0,0.366888108827774,0,0,0.143334045730048,0,0.217574267253205,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"919",0,0,0.2086209401125,0,0,0.125797402167242,0,0,0.341072189118041,0,0,0,0,0,0,0,0,0,0,0,0,0
"920",0,0,0,0,0,0,0,0,0,0,0,0.433044603123579,0,0.328833376543845,0,0,0,0,0,0,0,0
"921",0,0,0.24997981445,0,0,0,0,0,0,0,0.508267903077173,0,0,0,0,0,0,0,0,0,0,0
"922",0,0,0,0,0,0,0,0,0,0,0,0.581073753139871,0,0,0,0.131348100531517,0,0,0,0,0,0
"923",0,0.126395629275017,0.449192041513037,0,0,0.16773073712268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"924",0,0,0,0,0,0,0,0,0,0,0,0.319027770479228,0,0,0.231347041719486,0,0,0,0,0,0.126283669977789,0
"925",0,0,0.249999675325,0,0,0,0,0.194559454961543,0,0,0,0,0,0,0,0,0.139506665480916,0,0.127437541814871,0,0,0
"926",0,0,0.2493888415875,0,0,0,0,0,0,0,0,0.349779046383778,0,0,0,0,0,0,0,0,0.130499182847033,0
