"cell","x","y","query.cluster","match.cell2cluster","rmax.cell2cluster","subclass","broad_class"
"7414",565.817403,354.0074893,"query.iter3_cl7","cl214_e22_Rttn_L6_CT",0.00914077919161217,"L6 PT","Ex"
"7415",596.794084,373.9258529,"query.iter3_cl3","cl17_e147_Gng12_L6_CT",0.5,"L6 PT","Ex"
"7416",604.910866,374.8015073,"query.iter3_cl0","cl228_e21_Rev1_L6_CT",0.077683497116913,"L6 PT","Ex"
"7417",619.676921,387.5937664,"query.iter3_cl5","cl4_e253_Lgmn_L5_IT",0.164859648656339,"L5 IT","Ex"
"7418",621.371853,380.8677088,"query.iter3_cl0","cl17_e147_Gng12_L6_CT",0.169222586298105,"L6 PT","Ex"
"7419",635.551747,390.7840603,"query.iter3_cl6","cl32_n118_Opalin_Oligo",0.029520194662656,"Oligo","Glia"
"7420",643.645225,392.5679861,"query.iter3_cl5","cl152_e35_Elf2_L5_IT",0.0755206855244186,"L5 IT","Ex"
"7421",670.064692,415.1892087,"query.iter3_cl1","cl77_n66_Rlbp1_Oligo",0.00914077919161217,"Oligo","Glia"
"7422",695.01155,429.8911145,"query.iter3_cl7","cl211_e22_Ascl5_L23_IT",0.00854737633428779,"L2/3 IT","Ex"
"7423",699.949823,435.4926967,"query.iter3_cl0","cl156_e35_Gpr139_L6_CT",0.0769649899895016,"L6 PT","Ex"
"7440",24.723816,40.3558697,"query.iter3_cl0","cl214_e22_Rttn_L6_CT",0.077683497116913,"L6 PT","Ex"
"7442",56.839616,58.4286098,"query.iter3_cl5","cl4_e253_Lgmn_L5_IT",0.160329148351392,"L5 IT","Ex"
"7443",148.240412,100.1538114,"query.iter3_cl3","cl228_e21_Rev1_L6_CT",0.317889351564814,"L6 PT","Ex"
"7444",174.013998,122.4290643,"query.iter3_cl5","cl152_e35_Elf2_L5_IT",0.169222586298105,"L5 IT","Ex"
"7446",238.105441,158.6411442,"query.iter3_cl5","cl152_e35_Elf2_L5_IT",0.0666567889357673,"L5 IT","Ex"
"7447",245.948573,163.215249,"query.iter3_cl1","cl70_e70_Abca12_L5_NP",0.00854737633428779,"L5 NP","Ex"
"7448",273.673355,172.5821893,"query.iter3_cl3","cl156_e35_Gpr139_L6_CT",0.303436338493935,"L6 PT","Ex"
"7449",293.931581,194.0021745,"query.iter3_cl3","cl156_e35_Gpr139_L6_CT",0.5,"L6 PT","Ex"
"7450",301.169058,188.9963847,"query.iter3_cl5","cl17_e147_Gng12_L6_CT",0.029520194662656,"L6 PT","Ex"
"7451",366.050483,231.6540411,"query.iter3_cl0","cl228_e21_Rev1_L6_CT",0.167496909335099,"L6 PT","Ex"
"7452",372.981045,235.3660764,"query.iter3_cl0","cl156_e35_Gpr139_L6_CT",0.169222586298105,"L6 PT","Ex"
"7453",381.942759,241.1987327,"query.iter3_cl3","cl17_e147_Gng12_L6_CT",0.313008802994028,"L6 PT","Ex"
"7455",401.40254,248.9773944,"query.iter3_cl6","cl1011_n13_Enpp6_Oligo",0.0762440491264995,"Oligo","Glia"
"7456",441.034956,274.5141614,"query.iter3_cl6","cl106_e50_Dlc1_L6_CT",0.0290835611117026,"L6 PT","Ex"
"7458",474.147728,293.5380683,"query.iter3_cl3","cl167_e33_Efcc1_L6_CT",0.316705027244092,"L6 PT","Ex"
"7459",483.904802,298.9903609,"query.iter3_cl5","cl4_e253_Lgmn_L5_IT",0.163068098305664,"L5 IT","Ex"
"7460",489.690185,307.1559899,"query.iter2_cl0","cl188_i26_Cgn_Pvalb",0.0093421631609188,"Pvalb","Inh"
"7461",495.693866,300.4091959,"query.iter3_cl0","cl17_e147_Gng12_L6_CT",0.169222586298105,"L6 PT","Ex"
"7462",529.212381,329.0094213,"query.iter3_cl0","cl214_e22_Rttn_L6_CT",0.310417054198246,"L6 PT","Ex"
"7463",531.599431,323.6014737,"query.iter3_cl0","cl38_e104_Chn2_L5_NP",0.168362948239218,"L5 NP","Ex"
"7464",538.962443,334.4310944,"query.iter3_cl0","cl17_e147_Gng12_L6_CT",0.0783995604375288,"L6 PT","Ex"
"7465",544.328528,334.6016203,"query.iter3_cl5","cl218_e22_P4ha3_L6_IT",0.0769649899895016,"L6 IT","Ex"
"7466",557.624512,334.8535082,"query.iter3_cl0","cl108_e49_NA_L4",0.0769649899895016,"L4","Ex"
"7483",2.702595,14.5474138,"query.iter3_cl6","cl1011_n13_Enpp6_Oligo",0.0277791834561747,"Oligo","Glia"
"7485",85.941558,63.3194357,"query.iter3_cl3","cl156_e35_Gpr139_L6_CT",0.313640344467062,"L6 PT","Ex"
"7486",92.268519,62.7332048,"query.iter3_cl5","cl228_e21_Rev1_L6_CT",0.168362948239218,"L6 PT","Ex"
"7488",160.203256,106.9155643,"query.iter3_cl3","cl106_e50_Dlc1_L6_CT",0.313640344467062,"L6 PT","Ex"
"7489",174.11613,109.7946152,"query.iter3_cl3","cl17_e147_Gng12_L6_CT",0.171763814491826,"L6 PT","Ex"
"7490",190.545448,122.5162944,"query.iter3_cl6","cl32_n118_Opalin_Oligo",0.0277791834561747,"Oligo","Glia"
"7491",197.769061,127.8856104,"query.iter3_cl0","cl17_e147_Gng12_L6_CT",0.149722221979554,"L6 PT","Ex"
"7492",203.331942,133.7576765,"query.iter3_cl1","cl184_n28_Pf4_Macrophage",0.0286478195433566,"Macrophage","Glia"
"7493",208.520953,130.0072666,"query.iter3_cl5","cl167_e33_Efcc1_L6_CT",0.0282130125125914,"L6 PT","Ex"
"7494",209.984652,137.9739397,"query.iter3_cl1","cl177_n30_Slc8b1_Astro",0.0269146375002442,"Astro","Glia"
"7495",238.670711,146.4341948,"query.iter3_cl3","cl156_e35_Gpr139_L6_CT",0.170075895909286,"L6 PT","Ex"
"7496",262.047148,164.8265275,"query.iter3_cl2","cl6_e204_Exosc4_L23_IT",0.0762440491264995,"L2/3 IT","Ex"
"7497",282.564246,177.6131914,"query.iter3_cl5","cl152_e35_Elf2_L5_IT",0.068903712720377,"L5 IT","Ex"
