"cell","x","y","query.cluster","match.cell2cluster","rmax.cell2cluster","subclass","broad_class"
"1365",14385.3221855939,4520.16061770457,"query.iter3_cl10","cl8_e168_Adam8_L6_IT",0.0183795469744811,"L6 IT","Ex"
"1366",11563.0460906509,5045.66961167708,"query.iter3_cl6","cl8_e168_Adam8_L6_IT",0.0183795469744811,"L6 IT","Ex"
"1371",10357.8156588249,6172.46862933031,"query.iter3_cl6","cl228_e21_Rev1_L6_CT",0.0202119896684543,"L6 PT","Ex"
"1372",8400.00262048545,20594.9675160716,"query.iter3_cl0","cl101_e53_Zmiz1os1_L6_IT",0.0148635916530273,"L6 IT","Ex"
"1373",10527.8105961295,15454.6419728504,"query.iter3_cl0","cl6_e204_Exosc4_L23_IT",0.016594530106363,"L2/3 IT","Ex"
"1374",11330.9151428925,4630.47882760901,"query.iter2_cl0","cl213_i22_Dnhd1_Pvalb",0.0819178376258774,"Pvalb","Inh"
"1375",11999.1676194784,10511.5432251728,"query.iter3_cl11","cl190_e26_Cdh15_L5_PT",0.0202119896684543,"L5 PT","Ex"
"1376",17658.5597756017,7953.88480250602,"query.iter3_cl3","cl1002_i29_Nts_Sst",0.0183795469744811,"Sst","Inh"
"1385",5801.1533237386,12029.2659422353,"query.iter2_cl3","cl1002_i29_Nts_Sst",0.0148635916530273,"Sst","Inh"
"1387",6959.57146119714,13423.1324979847,"query.iter3_cl2","cl2_e381_Rgs2_L6_IT",0.0202119896684543,"L6 IT","Ex"
"1388",13202.7166112139,8728.51253985164,"query.iter3_cl10","cl4_e253_Lgmn_L5_IT",0.0183795469744811,"L5 IT","Ex"
"1390",5200.0034860347,12710.6978963265,"query.iter3_cl2","cl27_e121_Gadd45a_L6_CT",0.0183795469744811,"L6 PT","Ex"
"1392",8075.17094085828,9977.3312954468,"query.iter3_cl6","cl17_e147_Gng12_L6_CT",0.0202119896684543,"L6 PT","Ex"
"1393",155.246155203733,14875.0279420554,"query.iter3_cl7","cl189_e26_C1ql2_L5_PT",0.0183795469744811,"L5 PT","Ex"
"1394",11982.1483034397,17502.4386370869,"query.iter3_cl9","cl44_e96_Chrna6_L5_PT",0.0183795469744811,"L5 PT","Ex"
"1395",13884.7224004914,12568.0055265198,"query.iter3_cl0","cl62_e76_Apaf1_L23_IT",0.0148635916530273,"L2/3 IT","Ex"
"1396",16857.8557613882,6299.08311158313,"query.iter3_cl0","cl111_e48_Zar1l_L23_IT",0.0183795469744811,"L2/3 IT","Ex"
"1397",7545.71512638146,12241.2484577426,"query.iter3_cl4","cl76_e66_Pou2f2_L6_IT",0.016594530106363,"L6 IT","Ex"
"1398",1732.81646683941,14602.3317444558,"query.iter3_cl7","cl44_e96_Chrna6_L5_PT",0.0736495693113381,"L5 PT","Ex"
"1400",13144.5082236762,11990.0560229983,"query.iter2_cl0","cl241_i20_Fv1_Pvalb",0.0736495693113381,"Pvalb","Inh"
